"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"106",2020-08-31,"AR","A",797,NA,13,NA,4213,4213,420,31,NA,NA,665811,13980,NA,NA,665811,542,87,NA,61224,61224,368,0,NA,NA,NA,NA,NA,54961,NA,0,727035,14348,NA,4644,NA,NA,NA,0,727035,14348
"107",2020-08-31,"WA","B",1905,1905,0,NA,6740,6740,340,0,NA,NA,1387034,0,NA,NA,NA,NA,51,NA,74320,74320,0,0,NA,NA,NA,NA,NA,NA,1461354,0,1461354,0,NA,NA,NA,NA,NA,0,NA,0
"108",2020-08-31,"AL","B",2182,2083,20,99,14267,14267,1004,0,1474,NA,859229,3402,NA,NA,NA,807,NA,NA,126058,117152,823,0,NA,NA,NA,NA,NA,48028,NA,0,985287,4225,NA,NA,NA,NA,NA,0,976381,4098
"109",2020-08-31,"WI","A+",1130,1122,0,8,5817,5817,287,13,1020,104,1172854,3552,NA,NA,NA,NA,NA,157,80568,75603,268,0,NA,NA,NA,NA,NA,67234,NA,0,1253422,3820,NA,NA,NA,NA,1248457,3818,NA,0
"110",2020-08-31,"WV","C",214,212,1,2,NA,NA,139,0,NA,49,425797,4785,NA,NA,NA,NA,23,NA,10250,10066,140,0,NA,NA,NA,NA,NA,8017,NA,0,436047,4925,15982,NA,NA,NA,NA,0,435863,4923
"111",2020-08-31,"MP","C",2,2,0,NA,4,4,NA,0,NA,NA,13484,0,NA,NA,NA,NA,NA,NA,56,56,0,0,NA,NA,NA,NA,NA,29,NA,0,13540,0,NA,NA,NA,NA,13540,0,17626,0
"112",2020-08-31,"AK","A",37,37,0,NA,NA,NA,39,0,NA,NA,342505,1752,NA,NA,342703,NA,8,NA,6125,6125,39,0,NA,NA,NA,NA,5598,2238,NA,0,348630,1791,NA,NA,NA,NA,NA,0,348630,1791
"113",2020-08-30,"WV","C",213,211,1,2,NA,NA,141,0,NA,45,421012,4722,NA,NA,NA,NA,21,NA,10110,9928,143,0,NA,NA,NA,NA,NA,7983,NA,0,431122,4865,15943,NA,NA,NA,NA,0,430940,4866
"114",2020-08-30,"NC","A+",2692,2692,9,NA,NA,NA,917,0,NA,260,2077146,24073,NA,NA,NA,NA,NA,NA,166127,166127,1051,0,NA,NA,NA,NA,NA,136630,NA,0,2243273,25124,NA,NA,NA,NA,NA,0,2243273,25124
"115",2020-08-30,"MT","B",104,NA,0,NA,432,432,131,3,NA,NA,239321,1191,NA,NA,NA,NA,NA,NA,7340,7340,89,0,NA,NA,NA,NA,NA,5283,NA,0,246661,1280,NA,NA,NA,NA,NA,0,246661,1280
"116",2020-08-30,"MS","A+",2441,2294,14,147,5300,5300,819,0,NA,215,486488,0,NA,NA,NA,NA,111,NA,82676,78904,647,0,95,NA,NA,NA,NA,62707,NA,0,569164,647,25255,30859,NA,NA,NA,0,564933,0
"117",2020-08-30,"ND","A",118,114,0,4,554,554,68,3,147,17,188263,0,8231,NA,NA,NA,NA,NA,11702,11702,218,0,334,NA,NA,NA,NA,9079,NA,0,199965,218,8565,NA,NA,NA,201203,1456,469423,3774
"118",2020-08-30,"MO","A",1508,NA,12,NA,NA,NA,1004,0,NA,NA,890582,7446,NA,65935,1186910,NA,111,NA,83655,83655,1465,0,NA,NA,2884,NA,93879,NA,NA,0,974237,8911,NA,NA,68819,NA,974237,8911,1283056,11197
"119",2020-08-30,"MN","A+",1865,1816,2,49,6454,6454,315,43,1834,136,1046882,10002,NA,NA,NA,NA,NA,NA,75189,75189,932,0,NA,NA,NA,NA,NA,66916,NA,0,1122071,10934,NA,NA,NA,NA,1122071,10934,1478432,18051
"120",2020-08-30,"MI","A+",6748,6473,36,275,NA,NA,669,0,NA,184,2632268,59530,NA,NA,2632268,NA,93,NA,112526,102017,1390,0,NA,NA,NA,NA,144229,76151,NA,0,2744794,60920,257397,NA,NA,NA,NA,0,2776497,27091
"121",2020-08-30,"ME","A+",132,131,0,1,420,420,7,2,NA,4,255149,4280,9045,NA,253317,NA,1,NA,4512,4047,23,0,479,NA,NA,NA,5638,3910,NA,0,259661,4303,9537,NA,NA,NA,NA,0,259196,4295
"122",2020-08-30,"MD","A+",3752,3609,6,143,14255,14255,358,38,NA,107,1211447,14258,NA,NA,NA,NA,NA,NA,107791,107791,497,0,NA,NA,NA,NA,128493,6124,NA,0,1319238,14755,NA,NA,NA,NA,1319238,14755,1919515,25105
"123",2020-08-30,"NE","A+",392,NA,0,NA,1992,1992,172,10,NA,NA,324192,2410,NA,NA,NA,NA,NA,NA,33753,33753,317,0,NA,NA,NA,NA,NA,25727,NA,0,357945,2727,NA,NA,NA,NA,358468,2737,NA,0
"124",2020-08-30,"MA","A+",9049,8816,13,232,12361,12361,290,3,NA,62,1595545,16420,NA,NA,NA,NA,25,NA,128229,118483,199,0,NA,NA,NA,NA,NA,103920,NA,0,1723774,16619,NA,NA,112603,86612,1714028,16594,2372564,32895
"125",2020-08-30,"NH","B",432,NA,0,NA,714,714,6,0,220,NA,202041,1947,NA,NA,NA,NA,NA,NA,7254,7254,8,0,NA,NA,NA,NA,NA,6600,NA,0,209295,1955,30318,NA,29702,NA,209295,1955,325575,3711
"126",2020-08-30,"LA","A",4931,4768,27,163,NA,NA,902,0,NA,NA,1720883,38648,NA,NA,NA,NA,143,NA,147867,147867,1624,0,NA,NA,NA,NA,NA,127918,NA,0,1868750,40272,NA,NA,NA,NA,1868750,40272,NA,0
"127",2020-08-30,"NJ","A+",15937,14157,4,1780,22627,22627,480,10,NA,95,2644723,28296,NA,NA,NA,NA,28,NA,191611,191611,291,0,NA,NA,NA,NA,NA,33893,NA,0,2836334,28587,NA,NA,NA,NA,NA,0,2836334,28587
"128",2020-08-30,"KY","B",930,921,9,9,4560,4560,570,0,1379,149,768082,0,NA,NA,NA,NA,NA,NA,48032,43901,455,0,NA,NA,NA,NA,NA,10328,NA,0,816114,455,46781,13441,NA,NA,NA,0,811589,0
"129",2020-08-30,"NM","B",769,NA,2,NA,3116,3116,67,10,NA,NA,727344,5109,NA,NA,NA,NA,NA,NA,25178,25178,136,0,NA,NA,NA,NA,NA,12820,NA,0,752522,5245,NA,NA,NA,NA,752522,5245,NA,0
"130",2020-08-30,"KS","A+",443,NA,0,NA,2278,2278,328,0,616,96,362099,0,NA,NA,NA,206,31,NA,41048,NA,0,0,NA,NA,NA,NA,NA,1658,NA,0,403147,0,NA,NA,NA,NA,403147,0,NA,0
"131",2020-08-30,"NV","A+",1302,NA,0,NA,NA,NA,675,0,NA,182,526777,2717,NA,NA,NA,NA,102,NA,68908,68908,447,0,NA,NA,NA,NA,NA,1725,NA,0,595685,3164,NA,NA,NA,NA,595273,3158,850535,6144
"132",2020-08-30,"IN","A+",3291,3072,6,219,10843,10843,883,4,2163,267,972043,8684,NA,NA,NA,NA,79,NA,93313,NA,879,0,NA,NA,NA,NA,NA,70534,NA,0,1065356,9563,NA,NA,NA,NA,1065356,9563,1411760,15451
"133",2020-08-30,"NY","A",25327,NA,8,NA,89995,89995,429,0,NA,112,7762692,99324,NA,NA,NA,NA,47,NA,434100,434100,698,0,NA,NA,NA,NA,NA,75062,8196792,100022,8196792,100022,NA,NA,NA,NA,NA,0,NA,0
"134",2020-08-30,"IL","A",8228,8019,11,209,NA,NA,1472,0,NA,328,3783427,41701,NA,NA,NA,NA,155,NA,235057,233355,1992,0,NA,NA,NA,NA,NA,NA,NA,0,4018484,43693,NA,NA,NA,NA,NA,0,4016782,43693
"135",2020-08-30,"OH","A+",4128,3844,2,284,13317,13317,769,29,2954,254,2074598,24812,NA,NA,NA,NA,135,NA,122262,115806,922,0,NA,NA,NA,NA,NA,101944,NA,0,2196860,25734,NA,NA,NA,NA,NA,0,2190404,25707
"136",2020-08-30,"ID","A+",358,324,5,34,1365,1365,181,16,374,52,222648,2982,NA,NA,NA,NA,NA,NA,31677,29374,293,0,NA,NA,NA,NA,NA,14490,NA,0,254325,3275,NA,NA,NA,NA,NA,0,252022,3268
"137",2020-08-30,"OK","A+",799,NA,2,NA,4814,4814,570,20,NA,214,806545,0,65958,NA,806545,NA,NA,7165,58020,58020,667,0,3006,NA,NA,NA,66512,48933,NA,0,864565,667,68964,NA,NA,NA,NA,0,874676,0
"138",2020-08-30,"IA","A+",1113,NA,5,NA,NA,NA,308,0,NA,88,554375,3545,NA,46073,NA,NA,42,NA,62720,62720,971,0,NA,NA,3044,1488,NA,46555,NA,0,617095,4516,NA,NA,49157,11962,618597,4503,NA,0
"139",2020-08-30,"OR","A+",458,NA,4,NA,2108,2108,166,0,NA,47,526791,4234,NA,NA,526791,NA,22,NA,26554,24776,261,0,NA,NA,NA,NA,NA,4884,NA,0,553345,4495,NA,NA,NA,NA,542589,0,NA,0
"140",2020-08-30,"HI","C",62,NA,3,NA,497,497,272,12,NA,57,185796,2716,NA,NA,NA,NA,42,NA,8139,NA,309,0,NA,NA,NA,NA,NA,2477,NA,0,193935,3025,NA,NA,NA,NA,193935,3025,256650,4940
"141",2020-08-30,"PA","A+",7673,NA,2,NA,NA,NA,499,0,NA,NA,1515899,11791,NA,NA,NA,NA,72,NA,133504,129703,670,0,NA,NA,NA,NA,NA,109473,NA,0,1649403,12461,NA,NA,NA,NA,NA,0,1645602,12438
"142",2020-08-30,"GU","A+",10,NA,0,NA,NA,NA,36,0,NA,4,36113,0,156,NA,NA,NA,NA,NA,1347,1339,0,0,2,NA,NA,NA,NA,488,NA,0,37460,0,158,NA,NA,NA,37452,0,36916,0
"143",2020-08-30,"PR","B",434,287,6,147,NA,NA,365,0,NA,63,305972,0,NA,NA,303412,NA,46,NA,32848,15229,298,0,17619,NA,NA,NA,7002,NA,NA,0,338820,298,NA,NA,NA,NA,NA,0,310546,0
"144",2020-08-30,"GA","A+",5604,NA,28,NA,24572,24572,2489,39,4489,NA,2058517,14096,NA,NA,2081653,NA,NA,NA,268973,268973,1215,0,21177,NA,NA,NA,245837,NA,NA,0,2327490,15311,276958,NA,NA,NA,NA,0,2327490,15311
"145",2020-08-30,"RI","A+",1047,NA,0,NA,2519,2519,77,5,NA,9,250113,1759,NA,NA,489343,NA,5,NA,21903,21903,46,0,NA,NA,NA,NA,31135,2108,520478,5336,520478,5336,NA,NA,NA,NA,272016,1805,NA,0
"146",2020-08-30,"FL","A+",11263,11263,14,NA,38857,38857,3793,96,NA,NA,3978022,21814,411877,403867,5469322,NA,NA,3497,621586,621586,2583,0,34738,NA,34017,8675,798352,NA,NA,0,4599608,24397,446669,NA,437913,NA,4606568,24434,6303641,41324
"147",2020-08-30,"SC","A+",2709,2574,11,135,7782,7782,956,17,NA,250,824549,6175,57790,NA,789377,NA,143,NA,118324,116697,1075,0,5227,NA,NA,NA,151869,51431,NA,0,942873,7250,63017,NA,NA,NA,NA,0,941246,7211
"148",2020-08-30,"DE","A+",604,533,0,71,NA,NA,55,0,NA,16,217318,1783,NA,NA,NA,NA,NA,NA,17343,16346,-6,0,NA,NA,NA,NA,NA,9318,NA,0,234661,1777,NA,NA,NA,NA,234661,1777,NA,0
"149",2020-08-30,"SD","A+",167,NA,0,NA,1017,1017,78,11,NA,NA,132329,765,NA,NA,NA,NA,NA,NA,13322,NA,380,0,NA,NA,NA,NA,NA,10511,NA,0,145651,1145,NA,NA,NA,NA,145651,1145,190950,1591
"150",2020-08-30,"DC","A+",606,NA,1,NA,NA,NA,69,0,NA,24,274130,2299,NA,NA,NA,NA,10,NA,13959,NA,34,0,NA,NA,NA,NA,NA,11087,288089,2333,288089,2333,NA,NA,NA,NA,NA,0,NA,0
"151",2020-08-30,"TN","A+",1747,1698,22,49,6840,6840,889,89,NA,306,2035895,11170,NA,NA,2003929,NA,155,NA,153115,149469,835,0,NA,NA,NA,NA,181435,114769,NA,0,2189010,12005,NA,NA,NA,NA,NA,0,2185364,11958
"152",2020-08-30,"CT","B",4465,3579,0,886,11180,11180,60,0,NA,NA,1075011,0,NA,NA,NA,NA,NA,NA,52495,50387,0,0,NA,NA,NA,NA,NA,8967,NA,0,1127506,0,NA,NA,NA,NA,NA,0,1125398,0
"153",2020-08-30,"TX","A+",12510,NA,90,NA,NA,NA,4172,0,NA,1566,4314358,19916,327134,NA,NA,NA,NA,NA,610354,610354,3824,0,29723,3460,NA,NA,NA,499518,NA,0,4924712,23740,356857,25162,NA,NA,NA,0,4924712,23740
"154",2020-08-30,"CO","A+",1843,NA,0,NA,6993,6993,239,48,NA,NA,648168,5557,141188,NA,NA,NA,NA,NA,57041,53209,268,0,10454,NA,NA,NA,NA,5933,994951,9329,994951,9329,157120,NA,NA,NA,701377,5808,NA,0
"155",2020-08-30,"UT","A+",407,NA,0,NA,3080,3080,134,23,776,45,603653,4499,NA,NA,NA,319,NA,NA,51854,51854,448,0,NA,NA,NA,NA,NA,43724,NA,0,655507,4947,NA,NA,NA,NA,655507,4947,810646,6937
"156",2020-08-30,"CA","B",12905,NA,71,NA,NA,NA,4943,0,NA,1396,10531920,116129,NA,NA,NA,NA,NA,NA,699909,699909,6070,0,NA,NA,NA,NA,NA,NA,NA,0,11231829,122199,NA,NA,NA,NA,NA,0,11231829,122199
"157",2020-08-30,"VA","A+",2569,2436,1,133,16089,16089,1090,31,NA,251,1453680,11816,NA,NA,NA,NA,132,313,119747,114514,938,0,NA,NA,NA,NA,137012,14999,1568194,12707,1573427,12754,123831,NA,NA,NA,NA,0,NA,0
"158",2020-08-30,"AZ","A+",5030,4762,23,268,21421,21421,757,-12,NA,263,997780,6691,NA,NA,NA,NA,161,NA,201661,199948,374,0,NA,NA,NA,NA,NA,30539,NA,0,1199441,7065,266656,NA,NA,NA,NA,0,1197728,7060
"159",2020-08-30,"VI","C",14,14,0,NA,NA,NA,NA,0,NA,NA,14977,263,NA,NA,NA,NA,NA,16,1129,NA,11,0,NA,NA,NA,NA,NA,893,NA,0,16106,274,NA,NA,NA,NA,NA,0,16122,204
"160",2020-08-30,"AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1514,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1514,0,NA,NA,NA,NA,NA,0,1514,0
"161",2020-08-30,"VT","B",58,58,0,NA,NA,NA,13,0,NA,NA,131659,3084,NA,NA,NA,NA,NA,NA,1616,1616,11,0,NA,NA,NA,NA,NA,1421,NA,0,133275,3095,NA,NA,NA,NA,133275,3095,NA,0
"162",2020-08-30,"AR","A",784,NA,12,NA,4182,4182,391,40,NA,NA,651831,5239,NA,NA,651831,541,84,NA,60856,60856,478,0,NA,NA,NA,NA,NA,54408,NA,0,712687,5717,NA,3610,NA,NA,NA,0,712687,5717
"163",2020-08-30,"WA","B",1905,1905,0,NA,6740,6740,340,61,NA,NA,1387034,36564,NA,NA,NA,NA,51,NA,74320,74320,1019,0,NA,NA,NA,NA,NA,NA,1461354,37583,1461354,37583,NA,NA,NA,NA,NA,0,NA,0
"164",2020-08-30,"AL","B",2162,2067,10,95,14267,14267,969,0,1467,NA,855827,3898,NA,NA,NA,804,NA,NA,125235,116456,1346,0,NA,NA,NA,NA,NA,48028,NA,0,981062,5244,NA,NA,NA,NA,NA,0,972283,5070
"165",2020-08-30,"WI","A+",1130,1122,3,8,5804,5804,287,29,1020,104,1169302,4562,NA,NA,NA,NA,NA,157,80300,75337,570,0,NA,NA,NA,NA,NA,66699,NA,0,1249602,5132,NA,NA,NA,NA,1244639,5099,NA,0
"166",2020-08-30,"WY","A",37,NA,0,NA,215,215,15,0,NA,NA,71473,0,NA,NA,10277,NA,NA,NA,3820,3245,36,0,NA,NA,NA,NA,3069,3136,NA,0,75293,36,NA,NA,NA,NA,74669,0,105845,0
"167",2020-08-30,"MP","C",2,2,0,NA,4,4,NA,0,NA,NA,13484,-2,NA,NA,NA,NA,NA,NA,56,56,0,0,NA,NA,NA,NA,NA,29,NA,0,13540,-2,NA,NA,NA,NA,13540,0,17626,0
"168",2020-08-30,"AK","A",37,37,0,NA,NA,NA,41,0,NA,NA,340753,1093,NA,NA,340942,NA,8,NA,6086,6086,51,0,NA,NA,NA,NA,5568,2233,NA,0,346839,1144,NA,NA,NA,NA,NA,0,346839,1144
"169",2020-08-29,"WY","A",37,NA,0,NA,215,215,15,0,NA,NA,71473,0,NA,NA,10277,NA,NA,NA,3784,3210,21,0,NA,NA,NA,NA,3069,3116,NA,0,75257,21,NA,NA,NA,NA,74669,0,105845,0
"170",2020-08-29,"MT","B",104,NA,4,NA,429,429,128,12,NA,NA,238130,2318,NA,NA,NA,NA,NA,NA,7251,7251,188,0,NA,NA,NA,NA,NA,5278,NA,0,245381,2506,NA,NA,NA,NA,NA,0,245381,2506
"171",2020-08-29,"MS","A+",2427,2281,14,146,5300,5300,819,21,NA,215,486488,4900,NA,NA,NA,NA,111,NA,82029,78445,735,0,95,NA,NA,NA,NA,62707,NA,0,568517,5635,25255,30859,NA,NA,NA,0,564933,5523
"172",2020-08-29,"MP","C",2,2,0,NA,4,4,NA,0,NA,NA,13486,0,NA,NA,NA,NA,NA,NA,56,56,2,0,NA,NA,NA,NA,NA,29,NA,0,13542,2,NA,NA,NA,NA,13540,0,17626,0
"173",2020-08-29,"NC","A+",2683,2683,31,NA,NA,NA,965,0,NA,264,2053073,32673,NA,NA,NA,NA,NA,NA,165076,165076,2585,0,NA,NA,NA,NA,NA,136630,NA,0,2218149,35258,NA,NA,NA,NA,NA,0,2218149,35258
"174",2020-08-29,"MN","A+",1863,1814,4,49,6411,6411,313,54,1822,134,1036880,8410,NA,NA,NA,NA,NA,NA,74257,74257,1017,0,NA,NA,NA,NA,NA,66107,NA,0,1111137,9427,NA,NA,NA,NA,1111137,9427,1460381,17037
"175",2020-08-29,"MI","A+",6712,6446,0,266,NA,NA,669,0,NA,184,2572738,0,NA,NA,2572738,NA,93,NA,111136,100699,0,0,NA,NA,NA,NA,142390,76151,NA,0,2683874,0,256585,NA,NA,NA,NA,0,2749406,34278
"176",2020-08-29,"ME","A+",132,131,0,1,418,418,8,1,NA,2,250869,4132,9016,NA,249049,NA,1,NA,4489,4032,53,0,478,NA,NA,NA,5613,3899,NA,0,255358,4185,9507,NA,NA,NA,NA,0,254901,4183
"177",2020-08-29,"MD","A+",3746,3603,10,143,14217,14217,387,33,NA,106,1197189,12583,NA,NA,NA,NA,NA,NA,107294,107294,630,0,NA,NA,NA,NA,127872,6124,NA,0,1304483,13213,NA,NA,NA,NA,1304483,13213,1894410,25483
"178",2020-08-29,"MA","A+",9036,8803,13,232,12358,12358,305,24,NA,62,1579125,23461,NA,NA,NA,NA,26,NA,128030,118309,446,0,NA,NA,NA,NA,NA,103920,NA,0,1707155,23907,NA,NA,112464,85450,1697434,23882,2339669,48917
"179",2020-08-29,"ND","A",118,114,0,4,551,551,65,1,147,17,188263,1377,8231,NA,NA,NA,NA,NA,11484,11484,374,0,334,NA,NA,NA,NA,9018,NA,0,199747,1751,8565,NA,NA,NA,199747,1751,465649,7899
"180",2020-08-29,"LA","A",4904,4741,0,163,NA,NA,900,0,NA,NA,1682235,0,NA,NA,NA,NA,141,NA,146243,146243,0,0,NA,NA,NA,NA,NA,127918,NA,0,1828478,0,NA,NA,NA,NA,1828478,0,NA,0
"181",2020-08-29,"NE","A+",392,NA,1,NA,1982,1982,168,14,NA,NA,321782,2464,NA,NA,NA,NA,NA,NA,33436,33436,335,0,NA,NA,NA,NA,NA,25282,NA,0,355218,2799,NA,NA,NA,NA,355731,2809,NA,0
"182",2020-08-29,"KY","B",921,913,3,8,4560,4560,570,28,1379,149,768082,10189,NA,NA,NA,NA,NA,NA,47577,43507,820,0,NA,NA,NA,NA,NA,10328,NA,0,815659,11009,46781,13441,NA,NA,NA,0,811589,10885
"183",2020-08-29,"NH","B",432,NA,0,NA,714,714,7,1,220,NA,200094,1153,NA,NA,NA,NA,NA,NA,7246,7246,30,0,NA,NA,NA,NA,NA,6571,NA,0,207340,1183,30253,NA,29641,NA,207340,1183,321864,2793
"184",2020-08-29,"KS","A+",443,NA,0,NA,2278,2278,328,0,616,96,362099,0,NA,NA,NA,206,31,NA,41048,NA,0,0,NA,NA,NA,NA,NA,1658,NA,0,403147,0,NA,NA,NA,NA,403147,0,NA,0
"185",2020-08-29,"NJ","A+",15933,14153,3,1780,22617,22617,437,31,NA,88,2616427,58204,NA,NA,NA,NA,26,NA,191320,191320,349,0,NA,NA,NA,NA,NA,33827,NA,0,2807747,58553,NA,NA,NA,NA,NA,0,2807747,58911
"186",2020-08-29,"IN","A+",3285,3066,8,219,10839,10839,880,21,2167,278,963359,10623,NA,NA,NA,NA,72,NA,92434,NA,1121,0,NA,NA,NA,NA,NA,70183,NA,0,1055793,11744,NA,NA,NA,NA,1055793,11744,1396309,19129
"187",2020-08-29,"NM","B",767,NA,3,NA,3106,3106,72,15,NA,NA,722235,6789,NA,NA,NA,NA,NA,NA,25042,25042,122,0,NA,NA,NA,NA,NA,12679,NA,0,747277,6911,NA,NA,NA,NA,747277,6911,NA,0
"188",2020-08-29,"IL","A",8217,8008,11,209,NA,NA,1563,0,NA,349,3741726,46904,NA,NA,NA,NA,134,NA,233065,231363,1880,0,NA,NA,NA,NA,NA,NA,NA,0,3974791,48784,NA,NA,NA,NA,NA,0,3973089,48784
"189",2020-08-29,"NV","A+",1302,NA,15,NA,NA,NA,675,0,NA,182,524060,3361,NA,NA,NA,NA,102,NA,68461,68461,609,0,NA,NA,NA,NA,NA,1725,NA,0,592521,3970,NA,NA,NA,NA,592115,3814,844391,7334
"190",2020-08-29,"ID","A+",353,319,10,34,1349,1349,181,21,369,52,219666,1601,NA,NA,NA,NA,NA,NA,31384,29088,262,0,NA,NA,NA,NA,NA,14175,NA,0,251050,1863,NA,NA,NA,NA,NA,0,248754,1848
"191",2020-08-29,"NY","A",25319,NA,7,NA,89995,89995,458,0,NA,116,7663368,93238,NA,NA,NA,NA,48,NA,433402,433402,635,0,NA,NA,NA,NA,NA,74990,8096770,93873,8096770,93873,NA,NA,NA,NA,NA,0,NA,0
"192",2020-08-29,"IA","A+",1108,NA,13,NA,NA,NA,315,0,NA,91,550830,4642,NA,45743,NA,NA,43,NA,61749,61749,778,0,NA,NA,3034,1450,NA,46409,NA,0,612579,5420,NA,NA,48817,11775,614094,5419,NA,0
"193",2020-08-29,"OH","A+",4126,3842,21,284,13288,13288,791,67,2952,260,2049786,28855,NA,NA,NA,NA,143,NA,121340,114911,1216,0,NA,NA,NA,NA,NA,101185,NA,0,2171126,30071,NA,NA,NA,NA,NA,0,2164697,30041
"194",2020-08-29,"HI","C",59,NA,4,NA,485,485,279,23,NA,55,183080,2493,NA,NA,NA,NA,38,NA,7830,NA,264,0,NA,NA,NA,NA,NA,2410,NA,0,190910,2757,NA,NA,NA,NA,190910,2757,251710,4693
"195",2020-08-29,"OK","A+",797,NA,11,NA,4794,4794,570,75,NA,214,806545,7025,65958,NA,806545,NA,NA,7165,57353,57353,1093,0,3006,NA,NA,NA,66512,48607,NA,0,863898,8118,68964,NA,NA,NA,NA,0,874676,8491
"196",2020-08-29,"GU","A+",10,NA,0,NA,NA,NA,36,0,NA,4,36113,474,156,NA,NA,NA,NA,NA,1347,1339,60,0,2,NA,NA,NA,NA,488,NA,0,37460,534,158,NA,NA,NA,37452,534,36916,0
"197",2020-08-29,"OR","A+",454,NA,7,NA,2108,2108,166,0,NA,47,522557,4744,NA,NA,522557,NA,22,NA,26293,24776,239,0,NA,NA,NA,NA,NA,4884,NA,0,548850,4983,NA,NA,NA,NA,542589,0,NA,0
"198",2020-08-29,"GA","A+",5576,NA,105,NA,24533,24533,2582,198,4479,NA,2044421,22809,NA,NA,2067666,NA,NA,NA,267758,267758,2386,0,20980,NA,NA,NA,244513,NA,NA,0,2312179,25195,275453,NA,NA,NA,NA,0,2312179,25195
"199",2020-08-29,"PA","A+",7671,NA,16,NA,NA,NA,509,0,NA,NA,1504108,15273,NA,NA,NA,NA,78,NA,132834,129056,843,0,NA,NA,NA,NA,NA,108923,NA,0,1636942,16116,NA,NA,NA,NA,NA,0,1633164,16079
"200",2020-08-29,"FL","A+",11249,11249,150,NA,38761,38761,3799,287,NA,NA,3956208,24337,411877,403867,5431783,NA,NA,3474,619003,619003,3197,0,34738,NA,34017,8571,794867,NA,NA,0,4575211,27534,446669,NA,437913,NA,4582134,27571,6262317,46313
"201",2020-08-29,"PR","B",428,283,4,145,NA,NA,365,0,NA,65,305972,0,NA,NA,303412,NA,44,NA,32550,14986,562,0,17564,NA,NA,NA,7002,NA,NA,0,338522,562,NA,NA,NA,NA,NA,0,310546,0
"202",2020-08-29,"DE","A+",604,533,0,71,NA,NA,61,0,NA,14,215535,1577,NA,NA,NA,NA,NA,NA,17349,16336,266,0,NA,NA,NA,NA,NA,9271,NA,0,232884,1843,NA,NA,NA,NA,232884,1843,NA,0
"203",2020-08-29,"RI","A+",1047,NA,1,NA,2514,2514,80,18,NA,8,248354,3246,NA,NA,484071,NA,6,NA,21857,21857,174,0,NA,NA,NA,NA,31071,2101,515142,10238,515142,10238,NA,NA,NA,NA,270211,3420,NA,0
"204",2020-08-29,"DC","A+",605,NA,0,NA,NA,NA,76,0,NA,25,271831,4133,NA,NA,NA,NA,13,NA,13925,NA,74,0,NA,NA,NA,NA,NA,11046,285756,4207,285756,4207,NA,NA,NA,NA,NA,0,NA,0
"205",2020-08-29,"SC","A+",2698,2563,43,135,7765,7765,945,167,NA,245,818374,7816,57544,NA,783450,NA,145,NA,117249,115661,1298,0,5173,NA,NA,NA,150585,51431,NA,0,935623,9114,62717,NA,NA,NA,NA,0,934035,9077
"206",2020-08-29,"CT","B",4465,3579,0,886,11180,11180,60,0,NA,NA,1075011,0,NA,NA,NA,NA,NA,NA,52495,50387,0,0,NA,NA,NA,NA,NA,8967,NA,0,1127506,0,NA,NA,NA,NA,NA,0,1125398,0
"207",2020-08-29,"SD","A+",167,NA,2,NA,1006,1006,79,11,NA,NA,131564,1141,NA,NA,NA,NA,NA,NA,12942,NA,425,0,NA,NA,NA,NA,NA,10347,NA,0,144506,1566,NA,NA,NA,NA,144506,1566,189359,2917
"208",2020-08-29,"CO","A+",1843,NA,8,NA,6945,6945,225,17,NA,NA,642611,7643,141188,NA,NA,NA,NA,NA,56773,52958,430,0,10454,NA,NA,NA,NA,5921,985622,12632,985622,12632,156499,NA,NA,NA,695569,8039,NA,0
"209",2020-08-29,"TN","A+",1725,1677,24,48,6751,6751,1002,0,NA,338,2024725,20036,NA,NA,1992863,NA,166,NA,152280,148681,1465,0,NA,NA,NA,NA,180543,114099,NA,0,2177005,21501,NA,NA,NA,NA,NA,0,2173406,21391
"210",2020-08-29,"CA","B",12834,NA,144,NA,NA,NA,5063,0,NA,1411,10415791,94012,NA,NA,NA,NA,NA,NA,693839,693839,4981,0,NA,NA,NA,NA,NA,NA,NA,0,11109630,98993,NA,NA,NA,NA,NA,0,11109630,98993
"211",2020-08-29,"TX","A+",12420,NA,154,NA,NA,NA,4273,0,NA,1648,4294442,53848,326594,NA,NA,NA,NA,NA,606530,606530,4762,0,29635,3371,NA,NA,NA,492921,NA,0,4900972,58610,356229,24176,NA,NA,NA,0,4900972,58610
